Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition,Seller Location,Description,Car Features
Toyota,Altis Grande,2014,150000,3300000,Petrol,Sindh,Original,Imported,Manual,Used,"Hyderabad Road, Mirpur Khas",2014 model second owner car Toyota Corolla 1.8 Grand ManuaL 2. G  full genian gari m Kisi kism ka koi Kam Nhi ha family use car,"ABS, Air Bags"
Mercedes,E Class,2003,120000,3600000,Petrol,Sindh,Original,Imported,Automatic,Used,"Cavalry Ground, Lahore","E240 sunroof beige interior
Body genuine
Documents original
Engine suspension perfect","ABS, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, Climate Control, Front Speakers, Power Locks, Power Mirrors, Power Steering, Rear AC Vents, Rear speakers, Sun Roof"
Honda,City IDSI,2006,152000,1700000,Petrol,Karachi,Original,Local,Manual,Used,"Defence View Phase 2, Karachi",Honda city model 2006 minor touchap for fresh look inner outer sell by sell new tyre new battery all original document available first owner a like new car just by in drive,"ABS, Air Conditioning, AM/FM Radio, CD Player, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera"
Hyundai,Santro,2002,100000,650000,Petrol,Sindh,Original,Local,Manual,Used,"Pechs I, Karachi","silver colour  (shower) no work required just buy and ride 
urgent sale 
no tax paid",Alloy Rims
Daihatsu,Move,2021,100000,2900000,Petrol,Punjab,Original,Imported,Automatic,Used,"Gulshan-e-Mehfooz Housing Society, Sahiwal","daihatsu move 2017/ 2021
total genuine
outclass condition
car can b seen in okara cantt
price nigotiable","ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, DVD Player, Front Speakers, Front Camera, Heated Seats, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
Honda,City IDSI,2001,40000,950000,Petrol,Karachi,Original,Imported,Automatic,Used,"Buffer Zone 1, Karachi","Honda city midel 2001 exis Auto matic cplc ok petrol and cng Ac on interial orignal ingen orignal hai out side body main thori workig hai All ok hai, my w/p no zero three one six tow one four five tow zero zero","Air Conditioning, Alloy Rims, AM/FM Radio, Cassette Player, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera"
Daihatsu,Hijet,2011,150000,2300000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Asghar Mall Road, Rawalpindi",my on name. New tayer. chil ac. no touching  full option no work required home use,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, Climate Control, Front Speakers, Front Camera, Heated Seats, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
Toyota,Corolla XLI,2007,250000,1350000,Petrol,Lahore,Original,Imported,Manual,Used,"Faizabad, Rawalpindi",Out side shower ha inside genuine 1300CC engine ha mechanically ok just by in drive. Serious person contact me. thanks 0333/97 / 14/ 865///,"Alloy Rims, Navigation System, Power Steering, Rear AC Vents, Rear speakers, Rear Camera"
Toyota,Yaris,2022,22000,5000000,Petrol,Punjab,Original,Imported,Automatic,Used,"Fateh Garh, Lahore","Yaris Toyota 1.3 VVTi 
10/10 condition
seats already poching 
genuine Tyar 
2022 Model 
only serious people text plz
Thanks","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Cool Box, Cruise Control, DVD Player, Front Speakers, Heated Seats, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Steering Switches, USB and Auxillary Cable"
Toyota,Corrolla Altis,2010,105000,2350000,Petrol,Islamabad,Original,Local,Automatic,Used,"Bahria Town, Islamabad","Corolla 2010
Automatic Altis 
Islamabad Number
Demand ","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cruise Control, Climate Control, DVD Player, Front Speakers, Power Locks, Power Mirrors, Power Steering, Power Windows, USB and Auxillary Cable"
Suzuki,Cultus VXR,2005,95000,950000,Petrol,Lahore,Original,Imported,Manual,Used,"Burma Town, Islamabad","Suzuki Cultus VXR 2005 Model FAMILY CAR FOR URGENT SALE

Family Used Neat & Clean
Complete original file is availble. 
Driven on petrol throughout. 
Fuel efficient
Chilled Air conditioned
Engine, Suspension are 100% Perfect. 
No mechanical work required
Life time token paid
Overall Condition is A1 10/10. 
Comfort level is outstanding. 
JUST BUY & DRIVE
Contact for furthur details

WhatsApp nmbr 0 three 4 five 1 five 9 nine 9 nine 3

Location: Burma town islamabad","Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Keyless Entry"
Honda,City Aspire,2019,60500,3950000,Petrol,Islamabad,Original,Local,Manual,Used,"National Police Foundation O-9, Islamabad","Honda city: 1.5 Manual Aspire ,Model: 2019 ,Registered: Islamabad, Colour: urban titanium ,Condition: Brand New ,Engine: 100%,  Suspension: 100%. , Body: 100%
Interior and exterior :100%, Steering: Adjustable, Front and back camera installed, 02 keys, smart card and original number plates ,New Firelli  tyres  along with H. S original japan light weight alloy rims installed ,  Spare tyre is unused, 61000kms original driven, Everything is in genuine condition kept with extreme care. 
Not a single penny work required. Everything is in genuine condition. Just buy and enjoy the drive. Seeing is believing. 

Gift for Honda Lovers. 
0 three three one five one three 444 five 

Price is little bit negotiable
Only serious buyers contact","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Front Camera, Navigation System, Power Steering, Power Windows, Rear Camera, USB and Auxillary Cable"
Suzuki,Ravi,2017,60000,1500000,Petrol,Islamabad,Original,Imported,Manual,Used,"Asghar Mall Scheme, Rawalpindi","Suzuki ravi with hydraulic jack system complete for sale no accident no paint in original condition 
o317 6o2o124",AM/FM Radio
Suzuki,Swift,2013,99000,1820000,Petrol,Karachi,Original,Local,Manual,Used,"Chah Hafiz Wala, Multan",Genuine car . 1 person drive lush condition,"ABS, Air Bags, Air Conditioning, Alloy Rims, Front Speakers, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
Suzuki,Alto,2022,7300,2815000,Petrol,Karachi,Original,Local,Automatic,Used,"Punjab Chowrangi, Karachi","suzuki alto 2022 white, mileage 7300kms original. 
full genuine, scratch less 
new alloy rim tyres 2000kms driven 
price full and final 28.15 lakh
transfer must",Air Bags
Mitsubishi,Lancer,2005,112233,1200000,Petrol,Karachi,Original,Imported,Manual,Used,"Hussainabad, Hyderabad","lancer 2005 in brilliant condition. 
recently showered from outside for fresh look ,inside 101% original guaranteed.","Air Conditioning, AM/FM Radio, CD Player, Front Speakers, Power Steering"
Suzuki,Swift,2016,123000,2200000,Petrol,Lahore,Original,Imported,Manual,Used,"Alfalah Town, Lahore",Swift Dlx black car 2016,"Alloy Rims, AM/FM Radio, CD Player"
Suzuki,Baleno,2005,75000,560000,Petrol,Karachi,Duplicate,Local,Manual,Used,"Ancholi, Karachi","gari ok h koi Kam nai h 
upar bodi se 9/10 he",ABS
Daihatsu,Cuore,2011,35000,1200000,Petrol,Lahore,Original,Local,Automatic,Used,"Model Town, Lahore","non accident 
Chill AC
New phoenix battery installed recently 
Automatic transmission 
Original Documents 

contact 0/3/4/3/4/5/2/7/7/0/0","Air Conditioning, AM/FM Radio, CD Player, Front Speakers"
Suzuki,Wagon R,2018,93575,1925000,Petrol,Lahore,Original,Imported,Manual,Used,"Saddar, Lahore","* Suzuki Wagon R Chill Air Conditioner. 
* Model # 2018, 
* Outside Shower Except Roof , Pillars But Not Involved In any Major Accident. 
* Inside Room Total Genuine. 
* Seal to Seal Genuine , No Seal Damage. 
* Quick Biomathematic and All Documents Original with Both Computerized Number Plates. 
* Suspension Wise And Mechanically 110% Perfect also Fresh Tuning with Original New Spark Plugs installation. 
* Clutch Plates and Pressure All Good. 
* Battery in Warranty New Replaced. 
* Fuel average 16+/ltr
* Posshish New Installed , With Comfortable Seats. 
* 4 Speaker with Amplifier and Bluetooth. 
* Breaking Pads Good.","Air Conditioning, AM/FM Radio, CD Player, Cool Box, Front Speakers, Keyless Entry, Navigation System, Power Locks, Power Steering, Rear speakers"
Suzuki,Baleno,2003,99999,930000,Petrol,Faisalabad,Original,Local,Manual,Used,"I-10, Islamabad",Ac fit hai under se jenien hai aur bahir se shaward hai petrol ki average zabardast hai life time token hai contact ,"Air Conditioning, AM/FM Radio, Front Speakers, Immobilizer Key, Power Locks, Power Windows, Rear AC Vents, Rear Camera, Steering Switches"
Changan,Karvaan,2022,7000,2200000,Petrol,Lahore,Original,Local,Manual,Used,"Sabzazar, Lahore",changan karvaan plus for urgent sale interested people pleas contact chaska party stay away only one oil changed like new car,"ABS, Air Conditioning, AM/FM Radio, Front Speakers, Immobilizer Key, Keyless Entry, Power Steering, Power Windows, Rear AC Vents"
Suzuki,Wagon R,2019,50000,2500000,Petrol,Lahore,Original,Local,Manual,Used,"Mughalpura, Lahore","Total gennuine 
19 model 
New tyres new battery
Chill ac 
Bio matric on the spot available
50k 
Gennuine driven 
All lubricants changed recently 
Only driven in Lahore
only serious buyers contact no time wasters
0/3/2/1/7/9/8/9/9/5/6 whats app","Air Conditioning, AM/FM Radio, CD Player, DVD Player, Front Speakers"
Toyota,Corolla XLI,2020,48000,4300000,Petrol,Islamabad,Original,Local,Automatic,Used,"Palm City Housing Scheme, Gujranwala",xli 2020 2 pec touch baki total geniun ha saaf gari ha ,"Air Bags, Air Conditioning, AM/FM Radio, Cassette Player, Cool Box, Cruise Control, Climate Control, DVD Player, Immobilizer Key, Power Mirrors, Power Steering, Power Windows, Rear Camera"
Toyota,Corolla GLI,2019,60000,2195000,Petrol,Islamabad,Original,Local,Manual,Used,"Shadbagh, Lahore",total geniune gari h sirf 60000 chali hui h gari ki lebortry sapurdari hui h jisko samjh ho bs vohi cal kare please,"ABS, Air Bags, Air Conditioning, AM/FM Radio, CD Player, Cassette Player, Cool Box, DVD Player, Front Speakers, Heated Seats, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
FAW,X-PV,2014,150000,900000,Petrol,Lahore,Original,Local,Manual,Used,"Haroonabad, Bahawalnagar",good condition. fuel avrige 14 km. body conditions good. tyre new. kisi kisam ka kam karwany ki zarort nai. bs khareedy or chalay.,"AM/FM Radio, Navigation System, Rear speakers, Steering Switches, USB and Auxillary Cable"
Toyota,Yaris,2021,42000,4100000,Petrol,Karachi,Original,Local,Automatic,Used,"Tariq Road, Karachi","*MAKE= TOYOTA*
*MODEL = YARIS*
*PACKAGE=1.3 ATIV C. V. T*
*COLOUR TRIM=Graphite Gray*
*MODEL=2021*
*MILEAGE=42000*
*BODY STATUS= GENUINE %*
*REMOTE KEY ENTRY*
*ANDROID TV  BACK CAMERA REAR*
*MULTI MEDIA STEERING*
*FOG LAMP=ok*
*SMOOTH DRIVE=100
*SUSPENSION=100*
*EXCEL=100%*
*ENGINE=100%*
*DEMAND 4100,000/-final","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, DVD Player, Front Speakers, Front Camera, Heated Seats, Immobilizer Key, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear AC Vents, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
Suzuki,Bolan,2009,100000,860000,Petrol,Rawalpindi,Original,Local,Manual,Used,"PWD Road, Islamabad","Carry bolan 09. 
Life time token. 
Rawalpindi no. 
Total geniune condation. 
New tyer. 
Alloy rim.","Alloy Rims, Front Speakers, USB and Auxillary Cable"
Suzuki,Mehran VXR,2011,35000,530000,Petrol,Multan,Original,Local,Manual,Used,"New Shah Shams Colony, Multan","yellow cab ,Genuine body,","AM/FM Radio, Rear speakers"
Honda,City IVTEC,2010,210000,2490000,Petrol,Islamabad,Original,Local,Manual,Used,"MPCHS - Multi Gardens, Islamabad","Overall car, engine and body everything is in prestine and neat and clean condition. Don't expect zero meter car. 
original smar card and biometric available 
islamabad registered 
new poshish done

car can be seen at B-17. Mon-Fri after 05:00pm. Sat-Sun anytime full day. 

Price is negotiable on spot for serious buyers. Don't expect miracles. 
Do market survey before giving an offer. 

Will be sold to the nearest offer.","ABS, Air Conditioning, AM/FM Radio, Front Speakers, Power Locks, Power Steering"
Daihatsu,Mira,2012,100000,2070000,Petrol,Karachi,Original,Imported,Automatic,Used,"Citizen Road, Hyderabad","Mira ES Icco IDLE
G gread
Model 12 15
colour Ice Blue
 touchup 3 piece
own Engine
suspension 100","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Climate Control, Immobilizer Key, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, USB and Auxillary Cable"
Daihatsu,Hijet,2017,5700,1150000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Others, Faisalabad",for more information contact me,"ABS, Air Bags, Air Conditioning, Front Speakers, Navigation System, Power Locks, Power Steering, Rear Camera, USB and Auxillary Cable"
Toyota,Corolla GLI,2012,105000,2650000,Petrol,Karachi,Original,Local,Manual,Used,"University Road, Karachi","Model: 2012
Color: Golden
Milage: ","ABS, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cassette Player, Cool Box, Front Speakers, Front Camera, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear speakers"
Suzuki,Swift,2016,74000,2225000,Petrol,Lahore,Original,Local,Manual,Used,"Gulberg 3, Lahore","excellent condition
each and everything is in working condition
urgent sale
please bring your denter painter on the spot","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Immobilizer Key, Power Mirrors, Power Steering, Power Windows, Rear Camera"
Suzuki,Swift,2019,62000,2690000,Petrol,Lahore,Original,Local,Manual,Used,"Misri Shah, Lahore","front fender shower 
Baki total genuine ha","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Front Speakers, Immobilizer Key, Navigation System, Power Mirrors, Power Steering, Power Windows, Rear speakers, Rear Camera, Steering Switches, USB and Auxillary Cable"
Suzuki,Wagon R,2021,8000,2900000,Petrol,Karachi,Original,Local,Manual,Used,"Gulistan-e-Jauhar Block 2, Karachi","Wagon R VXL 2021 (ONLY 6600KM just like brand new)
bumper to bumper genuine, 100% genuine low mileage guarantee (this car has been parked for months)
mostly driven on weekends only
maintain from suzuki defence and suzuki margalla motors (complete service history available)
expensive seat covers, tires in excellent condition
car is in excellent condition","Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Immobilizer Key, Power Locks, Power Steering, Power Windows, USB and Auxillary Cable"
Suzuki,Bolan,2015,46500,850000,Petrol,Lahore,Original,Local,Manual,Used,"Bhagatpura, Lahore","Carry diba Bolan for urgent sale. . . condition 10/9. . . no any work. . . just buy and drive. . . all documents ok. . . alloy rim install with extra tyre. . . what's app contact
","Alloy Rims, AM/FM Radio, DVD Player"
Daihatsu,Cuore,2008,84512,745000,Petrol,Karachi,Original,Local,Manual,Used,"Gulzar-E-Hijri, Karachi","Good condition all documents CPLC career Inside original outside shower 03,18,27,66,78,3",CD Player
Toyota,Corolla XLI,2007,150000,1650000,Petrol,Multan,Original,Local,Manual,Used,"Block 10, Dera Ghazi Khan","it's in speculation condition 
alloyrim installed 
brand new tyers 
chilled a. c
heater is also working
70% jenion paint
smart led installed 
feul consumption is 18km/ltr on long root and 14/15km/ltr in city with a. c. 
absolutely no work required at all
just buy and drive. . . 
price is almost final.","Air Conditioning, Alloy Rims, AM/FM Radio, DVD Player, Front Camera, Keyless Entry, Navigation System, Power Steering, Rear AC Vents, Rear speakers, Rear Camera, USB and Auxillary Cable"
Honda,City IDSI,2005,95000,1625000,Petrol,Islamabad,Original,Imported,Manual,Used,"Westridge, Rawalpindi",inner total jenion outer 4 piece shower,"Alloy Rims, DVD Player, Front Speakers, Rear speakers, Rear Camera"
Chevrolet,Joy,2009,107000,900000,Petrol,Lahore,Original,Imported,Manual,Used,"Township - Sector C1, Lahore","AOA 
I am selling Chevrolet joy 2009 
Car condition 10/9.5

just buye and drive. . 

condition see in pictures
23 Nov ki photo ha. . . 

Smart card 
zero 313+48 , #79755

whasatp massage for more details","ABS, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cassette Player, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, USB and Auxillary Cable"
Honda,Civic Oriel,2017,90000,4850000,Petrol,Lahore,Original,Local,Automatic,Used,"Ajwa Residencia, Renala Khurd",like brand new 100% ok,"ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player"
Toyota,Yaris,2021,20000,4380000,Petrol,Karachi,Original,Local,Automatic,Used,"DHA Phase 1, Karachi","Toyota Yaris ATIV X CVT-i 1.5 Excellent Condition 2021
Model: 2021
1st owner
Average 17 KM
Km: 20000
Colour: Brown 
Top of the line Push start 2021 model 
automatic transmission
Bumper to Bumper genuine guaranteed
Company fitted navigation (LCD) and back camera
Top of the line Package
Company fitted Alloy rims,
Central looking
AC is good condition
Leather seats cover
Original return fill is available
Original book is available
All documents complete
Car is look like a zero meter Showroom condition
Contact:- 
0300
269
7916","ABS, Air Bags, Air Conditioning, Alloy Rims, AM/FM Radio, CD Player, Cruise Control, Climate Control, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Seat Entertainment, Rear speakers, Steering Switches, USB and Auxillary Cable"
Suzuki,Every,2021,15654,3270000,Petrol,Unregistered,Original,Imported,Automatic,Used,"DHA Defence, Gujranwala","Throughout Driven In Japan
Serious Buyers Contact Pls
NOTE (Message or chat only Whatsapp)

*we are providing Brand new japanese cars in all over the Pakistan
*we have Up to date Model's

(Ubaid khan)
Address
G-8, Islamabad
Contact
0312/99/99/010","Air Conditioning, Power Locks, Power Mirrors, Power Steering, Power Windows, Steering Switches, USB and Auxillary Cable"
Hyundai,Santro,2003,123456,825000,Petrol,Lahore,Original,Local,Manual,Used,"Cantt, Lahore","Bumper to bumper To total Genuan Hyundai Santro Club 2003 model Total Genuan Body ND paint Lush matelik olive green Colour Power Full soundless Smooth ingen VGood pitrol average
Genuan AC+CNG active AC need service CNG installed LHR Nmbr Computerized Nmbr plate smart card Original old or new book file biomatrick available On spot Transfer is must Brand new tyers brand new aloyrims Frnt Hodda Patti diggi doors total Genuan diggi doors bonat seel by seel 100% Inner 100%Total Genuan Outer 100%Total Genuan Brand new Dack tape speakers installed Brand New batry half salf start trouble free Car new sofa seats ready to drive no any work required best for long root gari m kheen Zang tk ni h gari kheen sy 1% Galii ni hoi body wise 10\10 ingen sespenshion wise also 100% ok soundless or smooth drive Like brand New car 100percent non accident Car Macenikly 100percent ok only net cash Waly serious log rabta kren fzool offers mat den sirf home users rabta kren best car for Santro Loverz 
0323
4073
873","Air Conditioning, Alloy Rims, AM/FM Radio, Front Speakers, Rear speakers, Steering Switches, USB and Auxillary Cable"
